"ct10_id","muni","numRooms","rentcount","meanrent","medrent"
25025030200,"BOSTON",5,1,6875,6875
25025030300,"BOSTON",0,3,4240,2300
25025030300,"BOSTON",1,26,3505,3540
25025030300,"BOSTON",2,21,4440,4400
25025030300,"BOSTON",3,3,5100,5500
25025030300,"BOSTON",4,2,11250,11250
25025030400,"BOSTON",0,8,2532,2600
25025030400,"BOSTON",1,28,2706,2600
25025030400,"BOSTON",2,55,3653,3550
25025030400,"BOSTON",3,14,4595,4698
25025030400,"BOSTON",4,1,5200,5200
25025030500,"BOSTON",0,9,2263,2100
25025030500,"BOSTON",1,22,3278,2850
25025030500,"BOSTON",2,18,3479,3375
25025030500,"BOSTON",3,18,4761,4850
25025030500,"BOSTON",4,2,6650,6650
25025040100,"BOSTON",1,1,2800,2800
25025040100,"BOSTON",3,3,3767,3600
25025040300,"BOSTON",1,9,2464,2700
25025040300,"BOSTON",2,5,3460,3600
25025040300,"BOSTON",3,8,4388,4150
25025040300,"BOSTON",4,2,5148,5148
25025040401,"BOSTON",1,7,3254,2800
25025040401,"BOSTON",2,6,5403,5299
25025040600,"BOSTON",0,4,2593,2688
25025040600,"BOSTON",1,4,2169,2075
25025040600,"BOSTON",2,8,3004,2972
25025040600,"BOSTON",3,3,5914,5225
25025040600,"BOSTON",4,4,4210,4998
25025040801,"BOSTON",1,2,2125,2125
25025040801,"BOSTON",2,5,4717,5188
25025040801,"BOSTON",3,3,2782,1610
25025050101,"BOSTON",0,2,1925,1925
25025050101,"BOSTON",1,12,1823,2012
25025050101,"BOSTON",2,16,2954,3050
25025050101,"BOSTON",3,6,3125,3125
25025050101,"BOSTON",4,5,3508,3500
25025050200,"BOSTON",0,3,2157,2195
25025050200,"BOSTON",1,22,2044,2225
25025050200,"BOSTON",2,16,2785,2648
25025050200,"BOSTON",3,3,3500,3800
25025050200,"BOSTON",4,6,4083,4050
25025050200,"BOSTON",5,1,4250,4250
25025050300,"BOSTON",0,1,1850,1850
25025050300,"BOSTON",1,15,3418,3355
25025050300,"BOSTON",2,22,3614,3274
25025050300,"BOSTON",3,6,4072,3822
25025050300,"BOSTON",4,1,3720,3720
25025050400,"BOSTON",1,6,2598,2562
25025050400,"BOSTON",2,9,3089,3000
25025050400,"BOSTON",3,2,3298,3298
25025050500,"BOSTON",1,14,1717,1325
25025050500,"BOSTON",2,4,2825,2850
25025050500,"BOSTON",3,3,3383,3525
25025050500,"BOSTON",4,4,4719,4562
25025050600,"BOSTON",1,9,2462,2550
25025050600,"BOSTON",2,11,3009,3150
25025050600,"BOSTON",3,7,3734,3750
25025050600,"BOSTON",4,1,5200,5200
25025050700,"BOSTON",1,5,2490,2650
25025050700,"BOSTON",2,25,3307,2895
25025050700,"BOSTON",3,19,3255,3400
25025050700,"BOSTON",4,3,4033,4200
25025050901,"BOSTON",1,5,2350,2400
25025050901,"BOSTON",2,5,2728,2800
25025050901,"BOSTON",3,12,3602,3748
25025050901,"BOSTON",4,4,3912,3950
25025051000,"BOSTON",0,4,1956,1925
25025051000,"BOSTON",1,14,1928,1562
25025051000,"BOSTON",2,14,3268,3325
25025051000,"BOSTON",3,7,3316,3150
25025051000,"BOSTON",4,1,3400,3400
25025051101,"BOSTON",0,1,1900,1900
25025051101,"BOSTON",1,14,1568,1550
25025051101,"BOSTON",2,18,3086,2995
25025051101,"BOSTON",3,4,3876,3560
25025051101,"BOSTON",4,5,3950,3950
25025051101,"BOSTON",5,3,3908,4450
25025051200,"BOSTON",0,2,5772,5772
25025051200,"BOSTON",1,17,2239,2200
25025051200,"BOSTON",2,18,3275,3550
25025051200,"BOSTON",3,5,3750,4150
25025051200,"BOSTON",4,8,4256,3950
25025060101,"BOSTON",0,2,2375,2375
25025060101,"BOSTON",1,9,2633,2700
25025060101,"BOSTON",2,23,3439,3300
25025060101,"BOSTON",3,15,4670,4300
25025060101,"BOSTON",4,5,5910,6000
25025060101,"BOSTON",5,2,6250,6250
25025060200,"BOSTON",0,1,2400,2400
25025060200,"BOSTON",1,6,2967,2950
25025060200,"BOSTON",2,10,3235,3250
25025060200,"BOSTON",3,11,4759,4800
25025060200,"BOSTON",4,1,5800,5800
25025060200,"BOSTON",5,2,7450,7450
25025060301,"BOSTON",0,2,1775,1775
25025060301,"BOSTON",1,24,1983,1712
25025060301,"BOSTON",2,17,4014,4000
25025060301,"BOSTON",3,15,5158,5200
25025060301,"BOSTON",4,6,5825,5975
25025060301,"BOSTON",5,3,8167,8250
25025060400,"BOSTON",0,7,2286,2400
25025060400,"BOSTON",1,18,2681,2550
25025060400,"BOSTON",2,33,3765,3650
25025060400,"BOSTON",3,17,5122,5000
25025060400,"BOSTON",4,11,5754,5600
25025060400,"BOSTON",5,6,5717,6400
25025060501,"BOSTON",0,4,2338,2350
25025060501,"BOSTON",1,22,2417,2550
25025060501,"BOSTON",2,20,3570,3525
25025060501,"BOSTON",3,13,5194,4900
25025060501,"BOSTON",4,4,5850,5800
25025060501,"BOSTON",5,1,7500,7500
25025060600,"BOSTON",0,9,3436,3429
25025060600,"BOSTON",1,47,4461,4199
25025060600,"BOSTON",2,29,6435,5080
25025060600,"BOSTON",3,7,5170,4600
25025060600,"BOSTON",4,1,6250,6250
25025060700,"BOSTON",3,1,3975,3975
25025060800,"BOSTON",0,1,2695,2695
25025060800,"BOSTON",1,11,2730,3100
25025060800,"BOSTON",2,28,4027,4050
25025060800,"BOSTON",3,14,4670,4500
25025060800,"BOSTON",4,3,6215,5400
25025060800,"BOSTON",5,1,8500,8500
25025060800,"BOSTON",6,1,7500,7500
25025061000,"BOSTON",0,2,1950,1950
25025061000,"BOSTON",1,6,3000,2900
25025061000,"BOSTON",2,7,3586,3500
25025061000,"BOSTON",3,8,4893,4900
25025061000,"BOSTON",4,4,6925,6875
25025061000,"BOSTON",5,1,7500,7500
25025061101,"BOSTON",2,3,3450,3400
25025061101,"BOSTON",3,2,4275,4275
25025061101,"BOSTON",4,1,5950,5950
25025061200,"BOSTON",0,15,2566,2600
25025061200,"BOSTON",1,31,2997,3000
25025061200,"BOSTON",2,33,3865,3700
25025061200,"BOSTON",3,10,3949,3998
25025061200,"BOSTON",4,4,5924,5650
25025070101,"BOSTON",0,66,2623,2575
25025070101,"BOSTON",1,91,3208,3050
25025070101,"BOSTON",2,44,6012,4262
25025070101,"BOSTON",3,12,6516,5400
25025070101,"BOSTON",4,6,6608,6750
25025070200,"BOSTON",0,13,3081,3469
25025070200,"BOSTON",1,35,3567,3760
25025070200,"BOSTON",2,26,5092,5518
25025070200,"BOSTON",3,6,5916,6400
25025070200,"BOSTON",4,5,8459,8895
25025070300,"BOSTON",0,13,2477,2250
25025070300,"BOSTON",1,26,3915,3950
25025070300,"BOSTON",2,16,4982,4675
25025070300,"BOSTON",3,20,6270,6150
25025070300,"BOSTON",5,4,7650,7650
25025070402,"BOSTON",0,8,3410,3384
25025070402,"BOSTON",1,13,4390,4379
25025070402,"BOSTON",2,13,5054,4200
25025070402,"BOSTON",3,5,8469,8699
25025070500,"BOSTON",0,5,2462,2500
25025070500,"BOSTON",1,11,2944,2995
25025070500,"BOSTON",2,21,4915,4700
25025070500,"BOSTON",3,8,4738,4650
25025070600,"BOSTON",0,3,1880,1800
25025070600,"BOSTON",1,12,3218,3425
25025070600,"BOSTON",2,5,5060,4650
25025070700,"BOSTON",0,10,2420,2350
25025070700,"BOSTON",1,11,4023,4200
25025070700,"BOSTON",2,8,5339,5208
25025070700,"BOSTON",3,4,7125,6200
25025070800,"BOSTON",0,24,2940,2475
25025070800,"BOSTON",1,8,2769,2650
25025070800,"BOSTON",2,9,3911,4100
25025070800,"BOSTON",3,9,6266,5100
25025070800,"BOSTON",4,7,6114,6200
25025070900,"BOSTON",0,14,2292,2275
25025070900,"BOSTON",1,8,3319,3200
25025070900,"BOSTON",2,22,3996,3925
25025070900,"BOSTON",3,10,4660,4800
25025070900,"BOSTON",4,3,4800,5300
25025070900,"BOSTON",5,1,5300,5300
25025071101,"BOSTON",0,10,2813,2838
25025071101,"BOSTON",1,43,3412,3590
25025071101,"BOSTON",2,53,4091,4000
25025071101,"BOSTON",3,23,4815,5000
25025071101,"BOSTON",4,4,5675,5950
25025071201,"BOSTON",0,7,3253,3274
25025071201,"BOSTON",1,33,3830,3931
25025071201,"BOSTON",2,23,5042,4500
25025071201,"BOSTON",3,3,8255,8028
25025071201,"BOSTON",4,2,4700,4700
25025080100,"BOSTON",1,4,2400,2400
25025080100,"BOSTON",2,6,2458,2472
25025080100,"BOSTON",3,4,3525,3544
25025080100,"BOSTON",4,1,4000,4000
25025080300,"BOSTON",0,1,2000,2000
25025080300,"BOSTON",1,2,2550,2550
25025080300,"BOSTON",2,5,2660,2700
25025080300,"BOSTON",3,2,3988,3988
25025080300,"BOSTON",4,2,3698,3698
25025080401,"BOSTON",0,13,2719,2900
25025080401,"BOSTON",1,8,2689,2600
25025080401,"BOSTON",2,5,3450,3400
25025080401,"BOSTON",3,8,4941,5225
25025080500,"BOSTON",1,3,2533,2500
25025080500,"BOSTON",2,4,5595,4450
25025080500,"BOSTON",3,6,4833,5200
25025080500,"BOSTON",4,2,5800,5800
25025080601,"BOSTON",1,12,3162,3400
25025080601,"BOSTON",2,16,3998,3875
25025080601,"BOSTON",3,16,5328,5650
25025080601,"BOSTON",4,3,5933,6200
25025080601,"BOSTON",5,3,4653,6000
25025080801,"BOSTON",1,5,3629,3725
25025080801,"BOSTON",2,2,5212,5212
25025080801,"BOSTON",3,5,4818,4850
25025080801,"BOSTON",4,4,5971,6395
25025080801,"BOSTON",5,2,6795,6795
25025080900,"BOSTON",0,11,3789,3001
25025080900,"BOSTON",1,25,3279,3067
25025080900,"BOSTON",2,29,3682,3631
25025080900,"BOSTON",3,26,4149,4200
25025080900,"BOSTON",4,42,5180,5475
25025080900,"BOSTON",5,10,5090,5448
25025080900,"BOSTON",6,7,8077,8499
25025081001,"BOSTON",0,9,2149,2200
25025081001,"BOSTON",1,23,2306,2395
25025081001,"BOSTON",2,18,3226,3200
25025081001,"BOSTON",3,16,3897,4000
25025081001,"BOSTON",4,25,5502,5800
25025081001,"BOSTON",5,4,7350,7450
25025081100,"BOSTON",0,37,2033,1875
25025081100,"BOSTON",1,53,2689,2495
25025081100,"BOSTON",2,41,3186,3100
25025081100,"BOSTON",3,19,3799,3800
25025081100,"BOSTON",4,29,5347,5100
25025081100,"BOSTON",6,2,8430,8430
25025081200,"BOSTON",0,4,2635,2698
25025081200,"BOSTON",1,1,2600,2600
25025081200,"BOSTON",2,3,2950,3000
25025081200,"BOSTON",3,4,3649,3650
25025081200,"BOSTON",4,7,4336,3950
25025081200,"BOSTON",5,2,5700,5700
25025081300,"BOSTON",1,8,2269,2100
25025081300,"BOSTON",2,20,3125,3095
25025081300,"BOSTON",3,9,3389,3000
25025081300,"BOSTON",4,10,3708,4295
25025081300,"BOSTON",5,4,2885,2930
25025081400,"BOSTON",0,2,1725,1725
25025081400,"BOSTON",1,11,1720,1800
25025081400,"BOSTON",2,9,2906,2995
25025081400,"BOSTON",3,27,3847,3900
25025081400,"BOSTON",4,19,5140,5000
25025081400,"BOSTON",5,14,5193,5000
25025081400,"BOSTON",6,1,10800,10800
25025081500,"BOSTON",0,1,1950,1950
25025081500,"BOSTON",1,1,975,975
25025081500,"BOSTON",2,2,2950,2950
25025081500,"BOSTON",3,11,3541,3600
25025081500,"BOSTON",4,6,4474,4350
25025081500,"BOSTON",5,9,4574,4445
25025081700,"BOSTON",1,3,2217,2300
25025081700,"BOSTON",2,8,2964,2888
25025081700,"BOSTON",3,6,3440,3450
25025081700,"BOSTON",4,19,3954,3995
25025081700,"BOSTON",5,3,5097,5095
25025081700,"BOSTON",6,2,6650,6650
25025081800,"BOSTON",0,1,1600,1600
25025081800,"BOSTON",2,1,3100,3100
25025081800,"BOSTON",3,11,3342,3095
25025081800,"BOSTON",4,12,3863,3845
25025081800,"BOSTON",5,1,4300,4300
25025081900,"BOSTON",1,1,2350,2350
25025081900,"BOSTON",2,1,2400,2400
25025081900,"BOSTON",3,4,3249,3100
25025081900,"BOSTON",4,5,3657,3695
25025081900,"BOSTON",5,2,4095,4095
25025082000,"BOSTON",1,3,2050,2250
25025082000,"BOSTON",2,1,2650,2650
25025082000,"BOSTON",3,3,3383,3500
25025082000,"BOSTON",4,2,3700,3700
25025082000,"BOSTON",5,1,4000,4000
25025082100,"BOSTON",0,1,2300,2300
25025082100,"BOSTON",1,1,2300,2300
25025082100,"BOSTON",3,1,3550,3550
25025090100,"BOSTON",2,2,2350,2350
25025090100,"BOSTON",3,5,2766,3000
25025090100,"BOSTON",4,2,2230,2230
25025090100,"BOSTON",5,3,2258,1025
25025090200,"BOSTON",0,1,9999,9999
25025090200,"BOSTON",1,1,2300,2300
25025090200,"BOSTON",2,1,3000,3000
25025090200,"BOSTON",3,4,3672,3672
25025090200,"BOSTON",4,6,4138,4095
25025090200,"BOSTON",5,3,4238,4295
25025090300,"BOSTON",2,1,2000,2000
25025090300,"BOSTON",3,2,3798,3798
25025090300,"BOSTON",4,3,3700,3700
25025090400,"BOSTON",2,2,3375,3375
25025090400,"BOSTON",3,2,3350,3350
25025090400,"BOSTON",4,3,3733,3800
25025090600,"BOSTON",0,1,680,680
25025090600,"BOSTON",1,4,1995,2350
25025090600,"BOSTON",2,4,3375,3400
25025090600,"BOSTON",3,4,3438,3375
25025090600,"BOSTON",4,5,3515,3500
25025090700,"BOSTON",1,3,2233,2500
25025090700,"BOSTON",2,11,3788,3125
25025090700,"BOSTON",3,39,3733,3600
25025090700,"BOSTON",4,19,3972,4000
25025090700,"BOSTON",5,3,5667,6000
25025090700,"BOSTON",6,1,7000,7000
25025090901,"BOSTON",1,4,3801,3547
25025090901,"BOSTON",2,8,3814,3054
25025090901,"BOSTON",3,5,5404,4922
25025091001,"BOSTON",1,3,2350,2350
25025091001,"BOSTON",2,2,2365,2365
25025091001,"BOSTON",3,4,3488,3175
25025091001,"BOSTON",4,3,4333,4100
25025091100,"BOSTON",1,12,2487,2798
25025091100,"BOSTON",2,12,2833,2888
25025091100,"BOSTON",3,23,3482,3450
25025091100,"BOSTON",4,17,3909,4000
25025091100,"BOSTON",5,2,3605,3605
25025091200,"BOSTON",2,2,3150,3150
25025091200,"BOSTON",3,8,5124,3036
25025091200,"BOSTON",4,15,3305,3900
25025091200,"BOSTON",5,1,18976,18976
25025091300,"BOSTON",0,1,2000,2000
25025091300,"BOSTON",3,6,3450,3400
25025091300,"BOSTON",4,16,3816,3700
25025091400,"BOSTON",2,7,2829,2850
25025091400,"BOSTON",3,2,3188,3188
25025091500,"BOSTON",1,8,1778,1675
25025091500,"BOSTON",2,3,2550,2650
25025091500,"BOSTON",3,12,2321,2722
25025091500,"BOSTON",4,3,3633,3700
25025091500,"BOSTON",5,2,3900,3900
25025091600,"BOSTON",1,4,2243,2100
25025091600,"BOSTON",2,2,2700,2700
25025091600,"BOSTON",3,5,3218,3100
25025091600,"BOSTON",4,2,3475,3475
25025091700,"BOSTON",1,2,1225,1225
25025091700,"BOSTON",3,4,3438,3550
25025091700,"BOSTON",4,3,3582,3500
25025091800,"BOSTON",1,3,1392,1650
25025091800,"BOSTON",2,1,2800,2800
25025091800,"BOSTON",3,5,2988,2800
25025091800,"BOSTON",4,6,3236,2975
25025091900,"BOSTON",1,7,2310,2300
25025091900,"BOSTON",2,10,2865,2750
25025091900,"BOSTON",3,20,3160,3450
25025091900,"BOSTON",4,8,3619,3425
25025091900,"BOSTON",6,1,5600,5600
25025092000,"BOSTON",1,1,875,875
25025092000,"BOSTON",3,10,3310,3395
25025092000,"BOSTON",4,3,3367,3400
25025092101,"BOSTON",0,1,2150,2150
25025092101,"BOSTON",1,2,1888,1888
25025092101,"BOSTON",2,7,2798,2550
25025092101,"BOSTON",3,21,3297,3200
25025092101,"BOSTON",4,6,4116,4300
25025092200,"BOSTON",0,1,4800,4800
25025092200,"BOSTON",1,9,2111,2300
25025092200,"BOSTON",2,15,2647,2650
25025092200,"BOSTON",3,12,3358,3425
25025092200,"BOSTON",4,5,3920,3700
25025092200,"BOSTON",5,1,5000,5000
25025092200,"BOSTON",6,1,5800,5800
25025092300,"BOSTON",3,13,3205,3200
25025092400,"BOSTON",1,2,1000,1000
25025092400,"BOSTON",3,3,3167,3100
25025092400,"BOSTON",4,1,3800,3800
25025100100,"BOSTON",1,4,1431,1438
25025100100,"BOSTON",2,2,2150,2150
25025100100,"BOSTON",3,5,3220,3200
25025100100,"BOSTON",4,4,4212,4300
25025100200,"BOSTON",3,5,3391,3390
25025100200,"BOSTON",4,1,3600,3600
25025100300,"BOSTON",3,4,3488,3450
25025100400,"BOSTON",1,2,1012,1012
25025100400,"BOSTON",2,1,2595,2595
25025100400,"BOSTON",3,8,3287,3350
25025100400,"BOSTON",4,3,3967,4000
25025100500,"BOSTON",1,1,1750,1750
25025100500,"BOSTON",2,1,2700,2700
25025100500,"BOSTON",3,17,3273,3250
25025100500,"BOSTON",4,7,2152,1310
25025100601,"BOSTON",2,8,2656,2700
25025100601,"BOSTON",3,17,3167,3145
25025100603,"BOSTON",1,4,2425,2700
25025100603,"BOSTON",2,6,2650,2650
25025100603,"BOSTON",3,2,3300,3300
25025100700,"BOSTON",3,3,3480,3595
25025100700,"BOSTON",4,1,3700,3700
25025100800,"BOSTON",0,1,2400,2400
25025100800,"BOSTON",1,5,2193,1900
25025100800,"BOSTON",2,8,2719,2800
25025100800,"BOSTON",3,12,3262,3225
25025100800,"BOSTON",4,1,3800,3800
25025100900,"BOSTON",0,1,2000,2000
25025100900,"BOSTON",1,4,2200,2088
25025100900,"BOSTON",2,3,3017,2800
25025100900,"BOSTON",3,4,3850,3950
25025101001,"BOSTON",1,4,2038,2050
25025101001,"BOSTON",2,9,2889,2800
25025101001,"BOSTON",3,3,3033,3000
25025101001,"BOSTON",4,1,3550,3550
25025101002,"BOSTON",2,3,2583,2600
25025101002,"BOSTON",3,8,3144,3000
25025101002,"BOSTON",5,2,4205,4205
25025101002,"BOSTON",6,1,3600,3600
25025101101,"BOSTON",1,2,1600,1600
25025101101,"BOSTON",2,6,2558,2400
25025101101,"BOSTON",3,3,3500,3500
25025101101,"BOSTON",4,8,3803,3575
25025101102,"BOSTON",1,2,2177,2177
25025101102,"BOSTON",3,11,3355,3400
25025101102,"BOSTON",4,4,4238,3675
25025101102,"BOSTON",5,1,4000,4000
25025110103,"BOSTON",1,27,2226,2200
25025110103,"BOSTON",2,25,2827,2700
25025110103,"BOSTON",3,13,3534,3399
25025110103,"BOSTON",4,20,4526,4698
25025110201,"BOSTON",1,1,2500,2500
25025110201,"BOSTON",2,5,2460,2500
25025110301,"BOSTON",1,11,2945,2900
25025110301,"BOSTON",2,20,3095,3250
25025110301,"BOSTON",3,3,3593,4500
25025110301,"BOSTON",4,2,3500,3500
25025110401,"BOSTON",1,2,2375,2375
25025110401,"BOSTON",2,16,3016,2975
25025110401,"BOSTON",3,3,4060,4140
25025110403,"BOSTON",1,3,2492,2675
25025110403,"BOSTON",2,11,3081,3200
25025110403,"BOSTON",3,5,3940,4000
25025110501,"BOSTON",2,2,3350,3350
25025110501,"BOSTON",3,3,3283,3300
25025110502,"BOSTON",1,2,2225,2225
25025110502,"BOSTON",2,9,2924,2900
25025110502,"BOSTON",3,4,3638,3750
25025110601,"BOSTON",2,4,2700,2700
25025110607,"BOSTON",1,8,2038,2175
25025110607,"BOSTON",2,13,3000,3000
25025110607,"BOSTON",3,3,3467,3600
25025120103,"BOSTON",1,7,2029,2000
25025120103,"BOSTON",2,2,3500,3500
25025120103,"BOSTON",3,6,4317,4500
25025120103,"BOSTON",4,1,5200,5200
25025120103,"BOSTON",5,1,5250,5250
25025120104,"BOSTON",1,7,2534,2495
25025120104,"BOSTON",2,22,2927,2990
25025120104,"BOSTON",3,8,3211,3350
25025120104,"BOSTON",4,2,4500,4500
25025120104,"BOSTON",5,1,6500,6500
25025120105,"BOSTON",1,1,2850,2850
25025120105,"BOSTON",2,2,3000,3000
25025120105,"BOSTON",5,3,6667,6500
25025120201,"BOSTON",0,9,1022,1000
25025120201,"BOSTON",1,11,2916,3100
25025120201,"BOSTON",2,20,3042,2850
25025120201,"BOSTON",3,12,4038,3900
25025120301,"BOSTON",1,2,1825,1825
25025120301,"BOSTON",2,16,3119,2900
25025120301,"BOSTON",3,22,3729,3600
25025120301,"BOSTON",4,11,4172,4100
25025120301,"BOSTON",5,1,5000,5000
25025120400,"BOSTON",0,5,1975,2025
25025120400,"BOSTON",1,47,2648,2680
25025120400,"BOSTON",2,28,3329,3325
25025120400,"BOSTON",3,13,4593,4000
25025120400,"BOSTON",4,28,4692,4770
25025120400,"BOSTON",5,5,5490,5250
25025120500,"BOSTON",1,9,2005,1800
25025120500,"BOSTON",2,8,3603,3600
25025120500,"BOSTON",3,11,3668,3700
25025120500,"BOSTON",4,6,3774,4200
25025120500,"BOSTON",5,1,4700,4700
25025120500,"BOSTON",6,1,6000,6000
25025120600,"BOSTON",0,2,2075,2075
25025120600,"BOSTON",1,1,2900,2900
25025120600,"BOSTON",2,10,3270,3175
25025120600,"BOSTON",3,6,3740,3800
25025120600,"BOSTON",4,8,4088,5000
25025120600,"BOSTON",5,1,3800,3800
25025120700,"BOSTON",1,7,2293,2400
25025120700,"BOSTON",2,15,3106,3100
25025120700,"BOSTON",3,16,3696,3700
25025120700,"BOSTON",4,9,4772,4860
25025120700,"BOSTON",5,3,2248,1000
25025130100,"BOSTON",1,18,2590,2400
25025130100,"BOSTON",2,29,3109,3250
25025130100,"BOSTON",3,8,3779,3675
25025130100,"BOSTON",4,4,4150,4200
25025130200,"BOSTON",1,3,1950,2350
25025130200,"BOSTON",2,8,2924,2850
25025130200,"BOSTON",3,7,3571,3400
25025130200,"BOSTON",4,5,4940,5000
25025130300,"BOSTON",1,2,2342,2342
25025130300,"BOSTON",2,9,2783,2750
25025130300,"BOSTON",3,1,3700,3700
25025130300,"BOSTON",5,1,4000,4000
25025130402,"BOSTON",0,1,2100,2100
25025130402,"BOSTON",1,27,2686,2700
25025130402,"BOSTON",2,20,3542,3800
25025130402,"BOSTON",3,4,3600,3400
25025130402,"BOSTON",4,1,4000,4000
25025130404,"BOSTON",1,4,2038,2100
25025130404,"BOSTON",2,4,2650,2550
25025130406,"BOSTON",1,9,2167,2260
25025130406,"BOSTON",2,3,2700,2745
25025130406,"BOSTON",3,1,3800,3800
25025140102,"BOSTON",1,1,3000,3000
25025140102,"BOSTON",2,2,2400,2400
25025140102,"BOSTON",3,2,3150,3150
25025140102,"BOSTON",4,2,3500,3500
25025140105,"BOSTON",2,1,1900,1900
25025140105,"BOSTON",3,4,3673,3499
25025140106,"BOSTON",2,5,3205,3000
25025140106,"BOSTON",3,5,3189,3066
25025140107,"BOSTON",3,1,3500,3500
25025140201,"BOSTON",1,1,1850,1850
25025140201,"BOSTON",2,8,3325,2450
25025140201,"BOSTON",3,1,3400,3400
25025140202,"BOSTON",1,7,2140,2050
25025140202,"BOSTON",2,4,2569,2475
25025140202,"BOSTON",3,6,3150,3262
25025140300,"BOSTON",0,1,1400,1400
25025140300,"BOSTON",1,5,2070,2000
25025140300,"BOSTON",2,9,2446,2400
25025140300,"BOSTON",3,8,3073,3195
25025140300,"BOSTON",4,1,4200,4200
25025140300,"BOSTON",5,1,4000,4000
25025140400,"BOSTON",1,5,2197,2500
25025140400,"BOSTON",2,6,2814,2767
25025140400,"BOSTON",3,1,2800,2800
25025160101,"CHELSEA",0,1,2095,2095
25025160101,"CHELSEA",1,2,1975,1975
25025160101,"CHELSEA",2,5,2629,2595
25025160101,"CHELSEA",3,5,2848,2900
25025160101,"CHELSEA",4,1,3300,3300
25025160200,"CHELSEA",0,1,2500,2500
25025160200,"CHELSEA",1,4,2514,2248
25025160200,"CHELSEA",2,5,2539,2300
25025160200,"CHELSEA",3,4,2850,2900
25025160300,"CHELSEA",0,2,2100,2100
25025160300,"CHELSEA",2,11,2705,2800
25025160400,"CHELSEA",0,8,1676,1575
25025160400,"CHELSEA",1,4,2445,2550
25025160400,"CHELSEA",2,3,2417,2500
25025160400,"CHELSEA",3,5,3310,3400
25025160501,"CHELSEA",0,9,1714,1650
25025160501,"CHELSEA",1,16,2250,2200
25025160501,"CHELSEA",2,16,2648,2500
25025160501,"CHELSEA",3,10,3137,2998
25025160501,"CHELSEA",4,5,3518,3550
25025160502,"CHELSEA",1,2,1975,1975
25025160502,"CHELSEA",2,3,2765,2450
25025160502,"CHELSEA",3,1,2800,2800
25025160601,"CHELSEA",1,4,1924,1998
25025160601,"CHELSEA",2,2,2650,2650
25025160602,"CHELSEA",1,3,1963,1995
25025160602,"CHELSEA",2,3,2195,2195
25025160602,"CHELSEA",3,2,3175,3175
25025160602,"CHELSEA",4,1,3900,3900
25025170100,"REVERE",0,2,1768,1768
25025170100,"REVERE",1,6,2101,2098
25025170100,"REVERE",2,3,2432,2400
25025170100,"REVERE",3,3,2933,3100
25025170100,"REVERE",4,1,3800,3800
25025170200,"REVERE",1,6,2085,2348
25025170200,"REVERE",2,1,2400,2400
25025170200,"REVERE",3,1,3300,3300
25025170300,"REVERE",1,1,1700,1700
25025170300,"REVERE",2,4,2562,2625
25025170300,"REVERE",3,1,2850,2850
25025170300,"REVERE",4,2,4100,4100
25025170400,"REVERE",0,2,1838,1838
25025170400,"REVERE",1,2,1995,1995
25025170400,"REVERE",2,2,2675,2675
25025170400,"REVERE",3,4,2938,3575
25025170400,"REVERE",5,1,4950,4950
25025170501,"REVERE",0,1,1050,1050
25025170501,"REVERE",1,12,2506,2565
25025170501,"REVERE",2,11,2906,2500
25025170501,"REVERE",3,2,3674,3674
25025170501,"REVERE",4,3,3008,3000
25025170502,"REVERE",0,2,1900,1900
25025170502,"REVERE",2,2,3452,3452
25025170502,"REVERE",3,2,3628,3628
25025170601,"REVERE",1,6,1992,1850
25025170601,"REVERE",2,15,2576,2600
25025170601,"REVERE",3,5,3079,3200
25025170601,"REVERE",4,1,1200,1200
25025170701,"REVERE",1,4,2694,2725
25025170701,"REVERE",2,7,2981,2960
25025170701,"REVERE",3,3,3433,3450
25025170702,"REVERE",0,2,1725,1725
25025170702,"REVERE",1,6,2071,2050
25025170702,"REVERE",2,18,2557,2595
25025170702,"REVERE",3,2,3325,3325
25025170702,"REVERE",4,1,3150,3150
25025170800,"REVERE",1,5,1580,1700
25025170800,"REVERE",2,3,2633,2650
25025170800,"REVERE",3,8,3137,3000
25025180101,"WINTHROP",1,1,2275,2275
25025180101,"WINTHROP",2,4,2488,2600
25025180101,"WINTHROP",3,3,4000,3300
25025180200,"WINTHROP",1,4,2088,2100
25025180200,"WINTHROP",2,4,2962,3100
25025180200,"WINTHROP",3,1,2900,2900
25025180200,"WINTHROP",4,3,3750,3700
25025180301,"WINTHROP",3,1,3000,3000
25025180400,"WINTHROP",0,2,1845,1845
25025180400,"WINTHROP",1,11,2522,2495
25025180400,"WINTHROP",2,13,2819,2895
25025180500,"WINTHROP",0,3,1432,1350
25025180500,"WINTHROP",1,3,2333,2300
25025180500,"WINTHROP",2,7,2765,2695
25025180500,"WINTHROP",3,6,3150,3100
25025180500,"WINTHROP",4,2,3450,3450
25025981100,"BOSTON",1,1,1550,1550
25025981100,"BOSTON",3,1,4950,4950
25025981201,"BOSTON",2,1,3400,3400
25025981300,"BOSTON",1,18,2522,2475
25025981300,"BOSTON",2,24,3016,2922
25025981300,"BOSTON",3,18,3573,3598
25025981300,"BOSTON",4,11,4259,4050
25025981501,"BOSTON",1,1,2550,2550
25025981502,"REVERE",2,1,3720,3720
25025981700,"BOSTON",0,1,3100,3100
25025981700,"BOSTON",1,1,2900,2900
25025981700,"BOSTON",2,1,3450,3450
25025981800,"BOSTON",0,35,2263,2275
25025981800,"BOSTON",1,20,2730,2598
